year,decade,Combined_Text
1992,1990,*3*** COMPANY REPORTS ** Genentech reports earnings for Qtr to March 31 
1995,1990,"Boston early in 1997, the paper's publisher, Arthur Sulzberger Jr., said yesterday.         Executives of The New York Times Company also said they plan to cut the paper's total staff of 4,000 by 190 positions next year as part of an effort to control costs.    THE MEDIA BUSINESS Times Plans Northeast Edition And a Reduction of 190 Jobs"
1990,1990,"LEAD: Gabrielle Jesman von Henneberg, a daughter of Mrs. Robert P. Bass Jr. and Jacek von Henneberg, both of Cambridge, Mass., was married yesterday to David Archibald Gillies, a son of Joy Gillies of Northport, L.I., and Archibald L. Gillies of New York. The Rev. Brendan Griswold performed the Episcopal ceremony at the Ferry House in South Dartmouth, Miss von Henneberg Weds D. A. Gillies "
1991,1990,"Investor demand for the Treasury's $12 billion of new 30-year bonds was weaker than anticipated yesterday, sending prices down modestly on long-term issues.    The slack demand, which some traders said was a reaction to the brisk rise in bond prices the past week, became apparent soon after the 1 P.M. bond auction. By late in the day, bond prices fell slightly more than a half-point, raising the yield of the just-auctioned 8 1/8 percent bonds to 8.21 percent late in the day from an average of 8.15 percent at the auction. 30-Year Bond Prices Drop After Auction "
1996,1990,"New Jersey Transit engineers who run two or more red lights will automatically be dismissed under a new agency rule. The policy change took effect April 3, but was first reported yesterday by The Star-Ledger. It replaces a more lenient Federal standard that calls for a one-year suspension for any engineer who commits two serious moving violations within three years. John DeCurtis, an engineer on a New Jersey Transit train that crashed after running a red light on Feb. 9, was cited for failing to stop at red signals in 1986 and 1989. Mr. DeCurtis and two other people were killed in the crash.    NEW JERSEY DAILY BRIEFING Tougher Rule for Engineers"
1997,1990,Dennis Anderson letter says giving public access to higher better education is social responsibility that all must help pay for A Social Responsibility 
1992,1990,"Here are the winners at the 34th annual Grammy Awards ceremony Tuesday night at Radio City Music Hall:   Record of the Year: ""Unforgettable""   Album of the Year: ""Unforgettable""   Song of the Year: ""Unforgettable,"" Irving Gordon, songwriter   New Artist: Marc Cohn   Pop Vocal, Female: ""Something to Talk About"" (single), Bonnie Raitt   Pop Vocal, Male: ""When a Man Loves a Woman"" (single), Michael Bolton   Pop Vocal, Duo or Group: R.E.M.    Traditional Pop: Natalie Cole with Nat (King) Cole, ""Unforgettable"" (single)   Pop Instrumental: ""Robin Hood: Prince of Thieves"" (album), Michael Kamen   Rock Vocal, Solo: ""Luck of the Draw"" (album), Bonnie Raitt   Rock Vocal, Duo or Group: ""Good Man, Good Woman,"" Bonnie Raitt and Delbert McClinton   Hard Rock: ""For Unlawful Carnal Knowledge"" (album), Van Halen   Metal: ""Metallica"" (album), Metallica    Rock Instrumental: ""Cliffs of Dover"" (single), Eric Johnson   Rock Song: ""Soul Cages,"" Sting   Alternative Music: ""Out of Time"" (album), R.E.M.   Rhythm-and-Blues Vocal, Female: Patti LaBelle and Lisa Fischer (tie)   Rhythm-and-Blues Vocal, Male: Luther Vandross   Rhythm-and-Blues Vocal, Duo or Group: ""Cooleyhighharmony"" (album), Boyz II Men   Rhythm-and-Blues Song: ""Power of Love/ Love Power"" (single), Luther Vandross, Marcus Miller and Teddy Vann   Rap, Solo: ""Mama Said Knock You Out"" (single), L. L. Cool J   Rap, Duo or Group: D.J. Jazzy Jeff and the Fresh Prince   New Age: ""Fresh Aire 7,"" Mannheim Steamroller.   Contemporary Jazz: ""Sassy"" (from ""The Offbeat of Avenues""), Manhattan Transfer   Jazz Vocal: ""He Is Christmas,"" Take 6   Jazz Instrumental, Solo: ""I Remember You"" (from ""Serenity""), Stan Getz   Jazz Instrumental, Group: Oscar Peterson Trio   Large Jazz Ensemble: ""Live at the Royal Festival Hall,"" Dizzy Gillespie and the United Nation Orchestra   Country Vocal, Female: ""Down at the Twist and Shout,"" Mary-Chapin Carpenter   Country Vocal, Male: Garth Brooks   Country, Duo or Group: ""Love Can Build a Bridge"" (single), the Judds   Country Vocal Collaboration: ""Restless"" (single), Steve Wariner, Ricky Skaggs and Vince Gill (from the album ""The New Nashville Cats"")   Country Instrumental: ""The New Nashville Cats"" (album), Mark O'Connor   Bluegrass: ""Spring Training,"" Carl Jackson, John Starling and the Nash Ramblers   Country Song: ""Love Can Build a Bridge,"" Naomi Judd, John Jarvis, Paul Overstreet, songwriters   Rock/Contemporary Gospel: ""Under Their Influence"" (album), Russ Taff   Pop Gospel: ""For the Sake of the Call,"" Steven Curtis Chapman   Southern Gospel: ""Homecoming,"" the Gaither Vocal Band   Traditional Soul Gospel: ""Pray for Me,"" Mighty Clouds Of Joy   Contemporary Soul Gospel: ""Different Lifestyles,"" BeBe and CeCe Winans   Gospel Choir or Chorus: ""The Evolution of Gospel,"" Sounds of Blackness, Gary Hines, choir director   Latin Pop: ""Cosas del Amor,"" Vikki Carr   Tropical Latin: ""Bachata Rosa,"" Juan Luis Guerra y 4.40   Mexican-American: ""16 de Septiembre,"" Little Joe   Traditional Blues: ""Live at the Apollo,"" B. B. King.   Contemporary Blues: ""Damn Right, I've Got the Blues,"" Buddy Guy   Traditional Folk: ""The Civil War (Original Soundtrack Recording),"" various Ken Burns and John Coldy, producers   Contemporary Folk: ""The Missing Years"" (album), John Prine   Reggae: ""As Raw as Ever"" (album), Shabba Ranks   World Music: ""Planet Drum,"" Mickey Hart.   Polka: ""Live! At Gilley's,"" Jimmy Sturr and His Orchestra   For Children: ""A Cappella Kids,"" The Maranatha Kids   Comedy: ""P. D. Q. Bach: WTWP Classical Talkity-Talk Radio,"" Prof. Peter Schickele   Spoken Word: ""The Civil War,"" Ken Burns   Musical Show: ""The Will Rogers Follies""   Instrumental Composition: ""Basque,"" (from ""The Wind Beneath My Wings""), Elton John   Instrumental for a Motion Picture or Television: ""Dances With Wolves"" (album), John Barry   Song for a Motion Picture or Television: ""(Everything I Do) I Do It for You"" (from ""Robin Hood: Prince of Thieves"") single, Bryan Adams, Robert John (Mutt) Lange and Michael Kamen   Music Video, Short Form: ""Losing My Religion,"" R.E.M., Tarsem, video director, Dave Ramser, video line producer   Music Video, Long Form: ""Madonna: Blonde Ambition World Tour Live""   Arrangement on an Instrumental: ""Medley: Bess You Is My Woman/I Love You Porgy"" (from ""The Gershwin Connection""), Dave Grusin, arranger   Instrumental Arrangement Accompanying Vocals: ""Unforgettable"" (single), Johnny Mandel (from ""Unforgettable"")   Best-Engineered Album, Non-Classical: ""Unforgettable"" (album), David Reitzas, Al Schmitt, Woody Woodruff and Armin Steiner   Producer, Non-Classical: David Foster   Album Package: ""Billie Holiday, the Complete Decca Recordings,"" Vartan   Album Notes: ""Star Time,"" James Brown (introduction), Cliff White, Harry Weinger, Nelson George and Alan M. Leeds   Historical Album: ""Billie Holiday, the Complete Decca Recordings,"" Steven Lasker and Andy McKaie   Classical Album: ""Bernstein: Candide,"" Leonard Bernstein, conductor; London Symphony Orchestra   Orchestral Performance: ""Corigliano: Symphony No. 1,"" Daniel Barenboim, conductor; Chicago Symphony Orchestra   Opera: Wagner: ""Gotterdammerung,"" James Levine, conductor; Metropolitan Opera Orchestra and Chorus   Choral Performance: Bach: ""Mass in B Minor,"" Georg Solti, conductor; Chicago Symphony Chorus and Orchestra; Margaret Hillis, choral director   Soloists With Orchestra: Barber, ""Piano Concerto Opus 38,"" John Browning, pianist (Leonard Slatkin, conductor; St. Louis Symphony Orchestra)   Classical Soloist: Alicia de Larrocha   Chamber Music: Brahms, ""Piano Quartets (Op. 25-26)"" Isaac Stern and Jaime Laredo, violinists, Yo-Yo Ma, cellist, Emanuel Ax, pianist   Classical Vocal: ""The Girl With Orange Lips (Falla, Ravel, Kim, Stravinsky, DeLage),"" Dawn Upshaw, soprano    Contemporary Classical Composition: ""Symphony No. 1,"" John Corigliano, composer (Daniel Barenboim, conductor; Chicago Symphony Orchestra)   Best Engineered Recording, Classical: ""Bernstein: Candide,"" Leonard Bernstein, conductor; London Symphony Orchestra, Gregor Zielinski, engineer Classical Producer: James Mallinson The Grammy Winners"
1993,1990,"KURT MASUR, formerly of Leipzig, Germany, has just celebrated his first anniversary in Harrison. The music director of the New York Philharmonic lives with his wife, Tomoko Sakurai, and their teen-age son, Ken David, in the natural surroundings he loves, where he can see the seasons change and enjoy the wildlife that shares his yard.   It is an unexpected pleasure to hear Mr. Masur, an imposing 65-year-old whose gaze makes timpani thunder, speak softly about the ""newborn rabbits, squirrels and chipmunks"" that scamper about his property. He said he had chosen Harrison as his home for a simple reason: it was close to the German School of New York in White Plains, where Ken David is in the ninth grade. Old World Maestro With New World Energy "
1999,1990,"Prospect of bus and subway strike in New York City causes no big sense of urgency or crisis among rank-and-file transit workers few voice much enthusiasm for a strike, and many say that for all their grievances against Metropolitan Transportation Authority, they are uncetain about the judgment of their union leaders; they, like transit users, suspect that charged talks of strike preparations are simply bargaining-table bluster and that both sides have too much to lose by failing to reach an agreement; some riders express sympathy for union's demands, if not for the full 27 percent pay increase over three years; photos (M) Strike? Some Transit Workers Not So Sure"
1990,1990,"LEAD:         *3*** COMPANY REPORTS **    *3* Snap-On Tools Corp. (NYSE)       Qtr to Sept 29   1990   1989               Sales   227,889,000   212,577,000       Net inc   25,210,000   23,351,000       Share earns   .61   .57       Shares outst   41,187,000   41,015,000       9mo sales   707,755,000   271,117,000       Net inc   83,493,000   82,036,000       Share earns   2.03   2.00       Shares outst   41,187,000   41,015,000                 Snap-On Tools Corp. reports earnings for Qtr to Sept 29 "
1991,1990,"HOSPITAL industry executives say there are thousands of job openings across the country for technologists in medical imaging and radiation therapy. ""We are desperately in need of people,"" said Howard W. Schwartz, senior administrative director of radiology at the University of Minnesota Hospital and Clinic in Minneapolis.    The supply of trained people has not kept up with the explosion in the use of medical technology, notably images generated by computerized X-ray scanners, magnetic resonance imaging and ultrasound devices, as well as radiation treatment for cancer patients. Careers Demand Up In Medical Technology"
1995,1990,"*3*** COMPANY REPORTS ** Alliance Entertainment Corp.(CDS,N) reports earnings for Qtr to Mar 31 "
1994,1990,"A MINT julep, at its purest and grandest, is simply the best bourbon, a little sugar and mint and water, a lot of crushed ice and the heady aroma of a generous sprig of spearmint. A real mint julep made in a Kentucky home is almost always served in a small, frosted silver julep cup, a cup so cold it paralyzes your hand in place.

When it's right, a mint julep smells and tastes like Kentucky, like the bluegrass that covers the horse farms of Lexington, like the magnolias and dogwood in bloom right now, like the white linen suits that men used to wear and, most of all, like Kentucky bourbon, the complex, earthy, caramel brown, smoky, sweet, rich spirit that has, in no small part, fueled the state's economy. A Cool Cup for Derby Day "
1997,1990,"Jane E Brody Personal Health column on whether concern about breast cancer may have gone too far, prompting many women to neglect far more serious risks to their health and life, like heart disease notes heart disease is responsible for 30 percent of deaths among American women, while breast cancer accounts for only 3 percent; notes breast cancer is not even leading killer among cancers that strike American women; lung cancer causes many more deaths among women, yet it does not come close to breast cancer when women are asked about their health concerns (M) Breast Cancer Awareness May Carry Its Own Risks"
1991,1990,"Following is a partial list of dividend meetings for the week of Oct. 21, 1991: MONDAY Berlitz Intl Lilly Eli&Co Dana Corp Southern Co Goodrich B F Co United Dominion Inds Inco Ltd Zurn Inds TUESDAY Ahmanson H F&Co Hexcel Amoco Corp Loral Corp Ball Corp MBNA Corp Bausch&Lomb Northeast Utils Bearings Inc Ohio Polaroid Black Hills Corp Rhone-Poulenc Rorer Brunswick Corp Rubbermaid Cilcorp Schwab Charles Consol Edison Co Southwestern Pub Svc Craford&Co Tambrands Inc Enserch Corp TCF Finl Corp Fedders Corp USLife Corp Gleason Corp WicorInc WEDNESDAY Alberto-Culver Nat Med Enterpr Amer Business Prods NCNB Corp AMP Inc Oakwood Homes Corp Baker Hughes Inc Parker Hannifin Bancorp Hawaii Russell Corp Belo A H Corp Schering-Plough Cigna Corp Shaw Inds DowneySvgs&Ln Assn Textron Inds Eaton Corp Tredegar Inds Energen Corp TRW Inc Inland Stl Inds Union Carbide Kollmorgen Wisconsin Energy THURSDAY Amcast Indl Iowa Ill Gas&Elec Amer Gen Corp Jostens Inc Arco Chem Co Morton Intl Bay St Gas Nalco Chem Co Bemis Inc Pfizer Delta Airlines PHM Corp Donnelly R R&Sons Potomac Elc Pwr Eastern Enterprises Sequa Corp Empire Dist Elec Smiths Food&Drug Golden West Finl Sothebys Hldgs Inc Handy&Harman Trinova Corp FRIDAY Ashland Coal Monsanto Co Central LA Elec Inc Nashua Corp CMS Energy Corp Natwide Health Pptys Dexter Corp Norwest Corp Entergy Corp Questar Corp Ferro Corp Rollins Environ Svc Harland John H Co Sizeler Ppty Invs Harris Corp Snap-On Tools Corp Indiana Energy Inc Sonat Inc Kysor Indl Corp Del Univar Corp McDonnell Douglas Wachovia Corp New Mobil Corp SATURDAY Wackenhut Corp Dividend Meetings "
1991,1990,"To the Editor:   William C. Crawford's contention (""Advice Every Investor Should Ignore,"" Feb. 10) that ""every investor in the stock and bond markets is taking into account the same bad news,"" is true enough regarding national and world events. But your readers should not construe this to mean that all the information about any given stock is built into the stock's price. This may be true about the Standard & Poor's 500-stock index, but it is not likely true about second-tier stocks and certainly not true about most small company stocks.   A small company may tell its story in a number of cities and yet not be written about in the national press, evaluated in print by an analyst, or placed on the buy list of a national borkerage firm. And then one day one of those events occurs, and the stock's price begins rising. Nothing has changed except suddenly the company has a following. The buyers bidding up the price of the stock are doing so on the same information that was available on a more limited basis. ROBERT A. DRESSER  Los Angeles, Feb. 13  The author is national president of the Los Angeles-based Stockbrokers Society. What Investors Should Not Ignore "
1994,1990,"To hear his advisers tell it, this is Bill Clinton's mission as he begins his final cross-country charge of the fall campaign: define the choices, rally the faithful, fill the coffers and help those Democrats who want to be helped.   But these are his instructions: never, never, never stray south of the Mason-Dixon line. Clinton Stumps for Candidates But Watches Where He Goes "
1990,1990,LEAD: Democratic leaders said today that Congress might consider trying to cut income taxes on ''upper-middle-class'' families but raising taxes on the richest Americans. Democrats' Idea on Tax 
1992,1990,"Over the last 20 years, Federal auditors have found pervasive, widespread problems in work done by Ross Perot's companies for Government programs under more than two dozen contracts worth hundreds of millions of dollars.   The findings stand in contrast to Mr. Perot's reputation as a can-do entrepreneur who would bring the efficiency of private industry to the work of Government. Audits of Federal Contracts Indicate Major Failures by Perot Companies "
1994,1990,"Fidel Castro's condition must be verdaderamente desesperado if public television can't find a good word for him. ""Last Days of the Revolution"" depicts a nation in despair. The loss of Cuba's Soviet patrons, the continuance of the United States embargo and the bunglings of its Communist masters have sent the country's economy into free fall and thousands of its people on perilous voyages to Florida.   This tour by Jose de Cordoba of The Wall Street Journal was not arranged by any Cuba-United States friendship society. It finds little light on the sunny island, where blackouts can last 16 hours. Severe fuel and fertilizer shortages mean empty shelves in food stores. Medicines, too, are in short supply. The young have little hope of good jobs, and some former Fidelistas declare their loss of faith. Rich and Poor in Cuba as Castro's Sun Sets "
1996,1990,"The army sent medical teams and soldiers to northern Bangladesh today to help tens of thousands of people injured by a tornado and to search for 500 others who are still missing.         Authorities said 508 people were killed and 33,000 injured by the tornado, which swept through 80 villages in the northern plains on Monday.    World News Briefs Bangladesh Sends Troops To Aid Tornado Victims"
1995,1990,"As President Ernesto Zedillo Ponce de Leon scrambles to overcome Mexico's peso crisis, former President Carlos Salinas de Gortari is working hard to salvage his own reputation and his shaky campaign to head the new World Trade Organization.   Mexico's economic problems, caused by an abrupt devaluation of the peso by more than 35 percent just three weeks after Mr. Salinas left office, have cast a shadow over his reputation as an economic magician who transformed the country. They also have raised doubts about whether the economic reforms during the six years of his administration were really as successful as they had been portrayed. Peso Crisis Weakens Salinas Bid for International Trade Job "
1994,1990,"Karen Pearsall, a 39-year-old mother of three, has been drinking bottled water for almost two decades, fearful that Glen Cove's water may be contaminated by cancer-causing chemicals.   ""I know they say the water from the tap is safe, but how can I be sure,"" said Mrs. Pearsall as she stopped with two friends at Henry's restaurant here on Glen Street. ""I don't need Government reports to convince me that I could get cancer from strange chemicals."" Cancer Study Renews Old Concerns "
1990,1990,"LEAD: Jacqueline Ann Sheahan, the daughter of the late Deirdre J. Sheahan of Mendham, N.J., and the late Donald P. Sheahan of New York, and Arthur Joseph Holly, the son of Mrs. Arthur J. Holly of Bloomfield, N.J., and the late Mr. Holly, have announced plans to marry in June. Miss Sheahan Engaged to A. J. Holly "
1998,1990,"COOKMAN-Anne nee Meserole. Wife of the late John E. Mother of Shirley C. Babington, John E. Cookman, Jr, Martha C. Kimberly, and the late Thomas M. Cookman. Grandmother of 6. Great grandmother of 9. Funeral service, 1PM Saturday, at the Presbyterian Church in Tenafly. In lieu of flowers, donations to the Thomas M. Cookman Memorial Fund at the Taft School, Watertown, Ct. 06795. Paid Notice: Deaths  COOKMAN, ANNE NEE MESEROLE "
1998,1990,"Fortune Society, which helps former prisoners, addicts and teen-agers, buys old castlelike building at 140th Street and Riverside Drive in Harlem, which has been empty for 18 years photo; residence for 40 to 55 clients is planned (S) Fortune Society Gets Castle"
1996,1990,"Q. If Jacqueline Kennedy Onassis was able to leave money to her children tax free, why can't I do the same?    Margaret Trumbell    Columbus, Ohio    MINDING YOUR BUSINESS The Jackie Onassis Trust, and a Variation on It"
1990,1990,"LEAD: Theodore Hafner, an electronics physicist and a patent lawyer, died of complications from Parkinson's disease on March 26 at Warren (N.J.) Hospital. He was 88 years old and lived in Media, Pa. Theodore Hafner, Electronics Physicist And an Inventor, 88 "
1999,1990,"Beer and Cheese Party      Fine cheese and Belgian beer are on the menu at the Katonah Museum  of Art on Friday from 6:30 to 8:30 P.M., when a tasting party will be held by the Ommegang Brewery of Cooperstown and the Egg Farm Dairy of Peekskill. Hors d'oeuvres will be provided by Peter Pratt's Inn of Yorktown Heights, and the charge will be $35 a couple, $20 for individuals.   THE GUIDE "
1998,1990,"New York Reprs Paul J Noto of Mamaroneck, NY, and Lois T Bronz of Greenburgh, say they do not want leadership stipends of $1,500 each hearing is scheduled (S) Lawmaker Stipends"
1998,1990,"Connecticut taxpayers are getting back money in first rebate ever offered by state about 900,000 rebate checks were mailed on July 27 with political fanfare that to many recipients was disproportionate to rebates they received; under plan proposed by Gov John G Rowland, rebates of $50 to $150 will be sent to about 1.2 million taxpayers who filed income tax returns and paid over certain threshold in property taxes (M) In Connecticut, the Check Is in the Mailbox, and Many Are Blase"
1992,1990,"Bridge has many affinities to real life: Prayers are sometimes answered, justice is not always done. An example is the diagramed deal, played in May at the Young Man's Philanthropic League in Manhattan.   South was Jeanne Rahmey of Brooklyn, and she had a problem on the second round after opening one diamond and hearing the major suits bid by the opponents. Some would pass and some would make a take-out double. She chose two clubs and was raised to game by a highly optimistic partner. Bridge "
1993,1990,"The Chase Manhattan Corporation said yesterday that it earned $267 million in the third quarter, up 52 percent from a year earlier on the strength of high trading profits, fewer problems from bad loans and a wide spread between what it pays for deposits and what it charges for loans.   Also yesterday, the PNC Bank Corporation, the holding company for Pittsburgh National Bank, reported record profits, and Nationsbank of Charlotte, N.C., posted a drop in earnings. Chase Posts 52% Jump In Third-Quarter Net "
1997,1990,Pope John Paul II returns to Poland for 11-day visit Pres Aleksander Kwasniewski credits Pope and Roman Catholic Church for their role in sweeping away Communist rule; Pope says Poland is well qualified to become member of North Atlantic Treaty Organization (M) Pope Gives a Blessing to Poland's Turn West
1999,1990,"Desmond Forbes sat behind the wheel of his shiny gray passenger van and darted in and out of grinding traffic on a four-mile trek along Flatbush Avenue in Brooklyn, scooping up passengers for a dollar a ride. But business on that recent day, as it has been for the last year in this largely underground trade, was bad, said Mr. Forbes, 43, an immigrant from Guyana.     The van, which can hold 14 passengers, drove at half its capacity throughout a route that typically begins at Kings Plaza Shopping Center in Flatlands and ends near the Fulton Mall in downtown Brooklyn.    Livery Vans Are Feeling the Metrocard Pinch Drivers Say Their Business Is Down and the Competition Is Up"
1992,1990,"""A Man from Hope,"" the video campaign biography of Gov. Bill Clinton of Arkansas produced for the Democratic National Convention, has begun running as a television infomercial, a program-length commercial with program-style content.   The video runs twice during a 30-minute segment and is accompanied by a telephone number viewers can call to obtain a copy of Gov. Clinton's economic plan. Clinton Video Now an Infomercial "
1998,1990,"NASA is shifting focus away from big costly satellites and space probes to concentrate on smaller projects, such as highly successful Pathfinder mission, new probes heading for asteroids and comets and small satellitse measuring tropical rainfall on Earth smaller, simpler spacecraft that combine cutting-edge technology with inexpensive off-the-shelf components can maintain steady pace of exploration as budgets decline; potential downside of smaller-scale approach is seen in failure of Lewis and Clark satellite, which overran budget and then spun out of control and burned up after one month in orbit; photos (M) NASA's Learns That Faster And Cheaper Isn't Always So"
1996,1990,"The national spotlight has dimmed on the well-heeled celebrity consortium of  nearly 60 anti-tobacco lawyers who tried to mount the largest class action in American history. And the principal legal nightmare facing the nation's $45 billion tobacco industry faded as well, after a Federal appeals panel in New Orleans dismissed the case in May.         ""Now it's up to Ma and Pa Kettle,"" Stanley M. Rosenblatt said, with a laugh.  Mr. Rosenblatt, who is 59, is the plaintiff's lawyer who practices in Miami with his 45-year-old wife, Susan. He has neither the national visibility nor the $6 million war chest of the New Orleans buccaneers.    2 Lawyers Carry On Tobacco Suits "
1993,1990,*3*** COMPANY REPORTS ** Scott Paper Co.  reports earnings for Qtr to June 26 
1995,1990,"Keegan's penchant for coining labels and casting people in ""us and them"" categories may make titillating reading but it also does a disservice by hyping the rift between the digital knows and know-nots. Working with computers is like working in any other complex field that requires specialization. THE DIGERATI! "
1996,1990,"Trans World Airlines Inc., which emerged from bankruptcy-law protection within the last year, said today that it planned to hire a total of 2,100 pilots, reservation sales agents and flight attendants in 1996.         The first 20 new flight attendants in two years began training today, T.W.A.  said. The airline said it planned to hire 500 flight attendants, 300 pilots and  1,300 reservation sales agents this year.    T.W.A. Plans To Hire 2,100 "
1996,1990,"EQUATION FOR EVIL By Philip Caputo. HarperCollins, $25. Books in Brief: FICTION "
1999,1990,Article describes innovative behavioral medicine program at Winthrop University Hospital on Long Island that is teaching residents bedside manner photos (M) Treating the Doctor's Bedside Manner
1990,1990,"LEAD: A report in the Chronicle column yesterday about the Metropolitan Opera debut of the soprano Sharon Sweet tonight gave an incorrect date for her appearance in ''Il Trovatore'' next week. It is Wednesday night, not Tuesday, and again at the Saturday matinee. Corrections "
1992,1990,"One man was killed and seven people were wounded when three men in a car sprayed a Bronx street corner with bullets at 1:25 A.M. yesterday, the police said. The dead man was identified as John Soldi, 26 years old, of the Bronx. Detectives were investigating reported links to a dispute between Dominican drug gangs in the Bronx and upper Manhattan. Detectives asked anyone with information to call (212) 542-5530. Man Fatally Shot in Bronx "
1996,1990,"There are no New Yorkers here.         The harp is playing and the flowers are blooming and waiters are scurrying all around the room, endlessly asking whether everything is all right.    Restaurants "
1993,1990,"Irene Claire Fromer, a retired teacher and artist, died on Tuesday at Doctors Hospital on Staten Island. She was 70 and lived on Staten Island and in St. Croix, V.I.   Her death was a result of a myocardial flu virus, said her husband of nearly 50 years, Dr. Stephen Fromer. Irene C. Fromer Dies Teacher and Artist, 70"
1999,1990,"Profile of Spanish director Julio Medem, whose fourth feature film, Lovers of the Arctic Circle, will be presented at Museum of Modern Art's New Directors/New Films series photo (M) Exploring Love in the Arctic, Finding Success in Spain"
1995,1990,"THE first screwdrivers appeared shortly before the end of the 17th century. They were mostly used by gunsmiths. The 18th century saw the introduction of the wood screw, and the screwdriver became an essential tool of the carpenter and cabinetmaker. In that era the screwdriver was called a turnscrew or screw puller.

In the Industrial Revolution manufacturers found new ways to mass produce the wood screw, and tradesmen increasingly used them to assemble their wares. Screwdrivers were marketed specifically for individual trades. Old tool catalogues list sportsman's screwdrivers, military screwdrivers, billiard screwdrivers, gentleman's screwdrivers and even undertaker's screwdrivers. HOME CLINIC The Tip Is the Key To Buying Screwdrivers"
1998,1990,Hudson County officials renew effort to force state to abide by its own limits on housing juvenile offenders in county facilities call for review of new regulations that have extended limit (S) County Faults State On Juvenile Offenders
1998,1990,"Iran and Iraq, in important step toward resolving their bitter enmity, begin major exchange of prisoners of war held since end of long and bloody war decade ago approximately 4,000 prisoners, majority Iraqis, have been repatriated; vast majority of those still in captivity are held by Iran (M) Iran and Iraq Begin Big Trade of P.O.W.'s"
1995,1990,"""There is something ridiculous and miserly in the myth we inherit from abstract art,"" the painter Philip Guston once said. ""We are image makers and image-ridden."" A latecomer to the circle of Abstract Expressionists that included Jackson Pollock and Mark Rothko, Guston (1913-80) was never completely at ease with the modernists' rejection of what he called ""the known image."" By the late 1960's, when abstraction was still enjoying its heyday, Guston was filling his canvases with everyday objects -- books, light bulbs, shoes, bottles, clocks. It was a heresy for which the artist paid dearly. Unnerved by the New York art critics who derided the new works as crude and cartoonlike, Guston retreated to upstate Woodstock, where he turned to a group of poets and writers for artistic solace. These alliances led to a series of collaborations in the 70's with the poets Bill Berkson, Clark Coolidge, William Corbett and Stanley Kunitz. PHILIP GUSTON'S POEM-PICTURES (University of Washington, paper, $19.95), with text by Debra Bricker Balken, the curator of an exhibition of these works, illustrates this critical turning point in Guston's career. The works Guston created with his poet colleagues were not traditional collaborations rather they were conflations of parallel, independent sensibilities in which he tested the relationship between pictures as images and words as images. As William Corbett writes, these works were not illustrations; they show Guston ""expressing his reader's imagination."" ANDREA BARNET Parallel Sensibilities"
1998,1990,"Brief biographical sketch of David E Kendall, Pres Clinton's chief private counsel who represent him in impeachment inquiry photo (S) TESTING OF A PRESIDENT: THE COUNSEL -- 3 Men Who Will Query Starr; David E. Kendall"
1995,1990,"WHEN Regency Cruises suddenly suspended operations last month, with three of  its six ships still at sea, travel and cruise officials did not lack for explanations. These included Regency's financial instability, a long hurricane season that disrupted Caribbean and Mexican itineraries and an industry-wide drop in passengers.         What almost no one suggested was that Regency's problems may have had at least a tenuous connection with the woes faced by many cruise lines, which helped precipitate last summer's merger agreement between Epirotiki and Sun Line.    TRAVEL ADVISORY: CORRESPONDENT'S REPORT Cruise Lines Prove Bigger Is Better"
1998,1990,Pres Clinton's impeachment is unlikely to figure prominently in Christmas Eve and Christmas Day sermons many members of clergy say they will spotlight forgiveness as way of addressing holiday's Christian meaning (M) Christmas Sermons to Spotlight Forgiveness Rather Than Clinton
1998,1990,"HARNICK-Rhoda. Died September 5, 1998, Pompano Beach, FL. Formerly of Flushing, NY. Beloved wife for 57 years of Leon. Mother of Arlene (Michael) Goodman, Dr. Paul (Katherine) Harnick and Janet (Robert) Rosenthal. Beloved grandmother of Elyse, Michael, Corey, Marc, Daniel, Alex, Paige, Remy and Chica. Former teacher and guidance counselor at Jamaica High School, most recently serving as President of the City College Alumni Association, Florida Chapter. She will be missed by all those who knew her. Donations may be made to the charity of your choice. Paid Notice: Deaths  HARNICK, RHODA "
1999,1990,"Recent studies point up some ecological risks from genetically engineered crops major concern among researchers is that foreign genes from such plants could escape into wild plants by interbreeding and that wild plants, endowed with new genes and potent new abilities, might spread quickly and be difficult and costly to remove (M) When Biotechnology Crops and Their Wild Cousins Mingle"
1994,1990,"To the Editor:   ""The Jabberwocky of Art Criticism"" (The Week in Review, Oct. 23) makes a few good points but misses the main thrust of contemporary art criticism, or rather what has been revealed again in the last few decades about what art is. Today's Art Merges Object and Criticism "
1998,1990,"Fortis abandons plans to buy 15 percent stake in AMMB Holdings of Malaysia, dashing AMMB's hopes of raising $190 million in much-needed capital (S) Fortis Ends Plans to Buy Stake in Malaysian Bank "
1995,1990,"With one huge deal after another reshaping Hollywood and the television business in recent weeks, the entertainment industry thought it could not be shocked -- until the news of a possible merger between Time Warner and the Turner Broadcasting System made the rounds here this morning.   Amid the widespread skepticism that the merger would work out was a matter-of-fact acceptance that this proposal, along with the Walt Disney Company's acquisition of Capital Cities/ABC, continues very basic changes in the environment of the entertainment business. Hollywood The Blase Is Impressed "
